Name,Gesture
1_1_1_1.png,grab
1_1_1_2.png,grab
1_1_1_3.png,grab
1_1_1_4.png,grab
1_1_1_5.png,grab
1_1_1_6.png,grab
1_2_1_1.png,grab
1_2_1_2.png,grab
1_2_1_3.png,grab
1_2_1_4.png,grab
1_2_1_5.png,grab
1_2_1_6.png,grab
1_3_1_1.png,grab
1_3_1_2.png,grab
1_3_1_3.png,grab
1_3_1_4.png,grab
1_3_1_5.png,grab
1_3_1_6.png,grab
1_1_2_1.png,hit
1_1_2_2.png,hit
1_1_2_3.png,hit
1_1_2_4.png,hit
1_1_2_5.png,hit
1_1_2_6.png,hit
1_2_2_1.png,hit
1_2_2_2.png,hit
1_2_2_3.png,hit
1_2_2_4.png,hit
1_2_2_5.png,hit
1_2_2_6.png,hit
1_3_2_1.png,hit
1_3_2_2.png,hit
1_3_2_3.png,hit
1_3_2_4.png,hit
1_3_2_5.png,hit
1_3_2_6.png,hit
1_1_3_1.png,massage
1_1_3_2.png,massage
1_1_3_3.png,massage
1_1_3_4.png,massage
1_1_3_5.png,massage
1_1_3_6.png,massage
1_2_3_1.png,massage
1_2_3_2.png,massage
1_2_3_3.png,massage
1_2_3_4.png,massage
1_2_3_5.png,massage
1_2_3_6.png,massage
1_3_3_1.png,massage
1_3_3_2.png,massage
1_3_3_3.png,massage
1_3_3_4.png,massage
1_3_3_5.png,massage
1_3_3_6.png,massage
1_1_4_1.png,pat
1_1_4_2.png,pat
1_1_4_3.png,pat
1_1_4_4.png,pat
1_1_4_5.png,pat
1_1_4_6.png,pat
1_2_4_1.png,pat
1_2_4_2.png,pat
1_2_4_3.png,pat
1_2_4_4.png,pat
1_2_4_5.png,pat
1_2_4_6.png,pat
1_3_4_1.png,pat
1_3_4_2.png,pat
1_3_4_3.png,pat
1_3_4_4.png,pat
1_3_4_5.png,pat
1_3_4_6.png,pat
1_1_5_1.png,pinch
1_1_5_2.png,pinch
1_1_5_3.png,pinch
1_1_5_4.png,pinch
1_1_5_5.png,pinch
1_1_5_6.png,pinch
1_2_5_1.png,pinch
1_2_5_2.png,pinch
1_2_5_3.png,pinch
1_2_5_4.png,pinch
1_2_5_5.png,pinch
1_2_5_6.png,pinch
1_3_5_1.png,pinch
1_3_5_2.png,pinch
1_3_5_3.png,pinch
1_3_5_4.png,pinch
1_3_5_5.png,pinch
1_3_5_6.png,pinch
1_1_6_1.png,poke
1_1_6_2.png,poke
1_1_6_3.png,poke
1_1_6_4.png,poke
1_1_6_5.png,poke
1_1_6_6.png,poke
1_2_6_1.png,poke
1_2_6_2.png,poke
1_2_6_3.png,poke
1_2_6_4.png,poke
1_2_6_5.png,poke
1_2_6_6.png,poke
1_3_6_1.png,poke
1_3_6_2.png,poke
1_3_6_3.png,poke
1_3_6_4.png,poke
1_3_6_5.png,poke
1_3_6_6.png,poke
1_1_7_1.png,press
1_1_7_2.png,press
1_1_7_3.png,press
1_1_7_4.png,press
1_1_7_5.png,press
1_1_7_6.png,press
1_2_7_1.png,press
1_2_7_2.png,press
1_2_7_3.png,press
1_2_7_4.png,press
1_2_7_5.png,press
1_2_7_6.png,press
1_3_7_1.png,press
1_3_7_2.png,press
1_3_7_3.png,press
1_3_7_4.png,press
1_3_7_5.png,press
1_3_7_6.png,press
1_1_8_1.png,rub
1_1_8_2.png,rub
1_1_8_3.png,rub
1_1_8_4.png,rub
1_1_8_5.png,rub
1_1_8_6.png,rub
1_2_8_1.png,rub
1_2_8_2.png,rub
1_2_8_3.png,rub
1_2_8_4.png,rub
1_2_8_5.png,rub
1_2_8_6.png,rub
1_3_8_1.png,rub
1_3_8_2.png,rub
1_3_8_3.png,rub
1_3_8_4.png,rub
1_3_8_5.png,rub
1_3_8_6.png,rub
1_1_9_1.png,scratch
1_1_9_2.png,scratch
1_1_9_3.png,scratch
1_1_9_4.png,scratch
1_1_9_5.png,scratch
1_1_9_6.png,scratch
1_2_9_1.png,scratch
1_2_9_2.png,scratch
1_2_9_3.png,scratch
1_2_9_4.png,scratch
1_2_9_5.png,scratch
1_2_9_6.png,scratch
